,area,latitude,longitude,polygons
21,hor al anz,25.276908,55.337429,"[[[55.3302574157714, 25.2708911895753], [55.3302268981935, 25.2731494903565], [55.3290901184083, 25.2755012512208], [55.3269844055177, 25.2789821624756], [55.3296585083008, 25.2800941467286], [55.3384819030762, 25.284086227417], [55.3484344482423, 25.2762088775635], [55.3431434631348, 25.2739391326904], [55.3378868103027, 25.2720890045167], [55.3338775634766, 25.2712554931642], [55.3302574157714, 25.2708911895753]]]"
22,al-qiyadah,25.278493,55.352193,"[[[55.3562164306641, 25.2815017700196], [55.3498420715333, 25.2759399414062], [55.349349975586, 25.2754840850831], [55.3484344482423, 25.2762088775635], [55.3384819030762, 25.284086227417], [55.3385887145997, 25.2841358184814], [55.3402290344238, 25.2851581573487], [55.3455390930176, 25.2908496856689], [55.3493118286133, 25.2879581451416], [55.3546371459961, 25.2827625274659], [55.3562164306641, 25.2815017700196]]]"
23,eyal nasser,25.272481,55.304205,"[[[55.3164253234864, 25.2704334259033], [55.3148231506348, 25.2702941894532], [55.3112945556641, 25.2700824737549], [55.3092765808105, 25.2700023651124], [55.3080863952638, 25.2696437835694], [55.3064498901368, 25.2694530487061], [55.3033676147462, 25.2693214416504], [55.3024482727051, 25.2714366912843], [55.3023338317872, 25.2716979980469], [55.3026962280273, 25.2718181610109], [55.3066520690918, 25.273754119873], [55.3083305358886, 25.2745761871339], [55.3122177124025, 25.2761116027833], [55.3137855529786, 25.2767601013184], [55.3153533935547, 25.2770042419434], [55.3157806396485, 25.2749919891358], [55.3165283203126, 25.2720623016357], [55.3164405822754, 25.2706699371338], [55.3164253234864, 25.2704334259033]]]"
24,naif,25.272942,55.31194,"[[[55.3164253234864, 25.2704334259033], [55.3148231506348, 25.2702941894532], [55.3112945556641, 25.2700824737549], [55.3092765808105, 25.2700023651124], [55.3080863952638, 25.2696437835694], [55.3064498901368, 25.2694530487061], [55.3033676147462, 25.2693214416504], [55.3024482727051, 25.2714366912843], [55.3023338317872, 25.2716979980469], [55.3026962280273, 25.2718181610109], [55.3066520690918, 25.273754119873], [55.3083305358886, 25.2745761871339], [55.3122177124025, 25.2761116027833], [55.3137855529786, 25.2767601013184], [55.3153533935547, 25.2770042419434], [55.3157806396485, 25.2749919891358], [55.3165283203126, 25.2720623016357], [55.3164405822754, 25.2706699371338], [55.3164253234864, 25.2704334259033]]]"
25,naif south,25.270721,55.312884,"[[[55.3164253234864, 25.2704334259033], [55.3148231506348, 25.2702941894532], [55.3112945556641, 25.2700824737549], [55.3092765808105, 25.2700023651124], [55.3080863952638, 25.2696437835694], [55.3064498901368, 25.2694530487061], [55.3033676147462, 25.2693214416504], [55.3024482727051, 25.2714366912843], [55.3023338317872, 25.2716979980469], [55.3026962280273, 25.2718181610109], [55.3066520690918, 25.273754119873], [55.3083305358886, 25.2745761871339], [55.3122177124025, 25.2761116027833], [55.3137855529786, 25.2767601013184], [55.3153533935547, 25.2770042419434], [55.3157806396485, 25.2749919891358], [55.3165283203126, 25.2720623016357], [55.3164405822754, 25.2706699371338], [55.3164253234864, 25.2704334259033]]]"
26,port saeed,25.250485,55.331202,"[[[55.3378105163575, 25.256052017212], [55.3369255065917, 25.2517623901368], [55.3407707214355, 25.2416877746582], [55.3411903381348, 25.2409420013428], [55.3416404724122, 25.2401504516602], [55.3429832458497, 25.2377834320069], [55.3417129516602, 25.2376613616944], [55.3410873413086, 25.2372989654542], [55.3410835266114, 25.237211227417], [55.338752746582, 25.2345561981202], [55.3386993408204, 25.2346115112305], [55.338348388672, 25.2349014282227], [55.3382606506347, 25.2349815368652], [55.336711883545, 25.2363891601564], [55.3343391418458, 25.2384300231934], [55.333179473877, 25.239709854126], [55.3322410583497, 25.2413711547852], [55.3318405151368, 25.2428188323976], [55.3316802978515, 25.2434406280518], [55.3321418762208, 25.2438201904298], [55.3324089050293, 25.2444515228272], [55.3325805664063, 25.2449607849122], [55.3322601318359, 25.2453594207764], [55.3324508666992, 25.2456493377687], [55.3311386108398, 25.2452812194824], [55.3310699462892, 25.2454891204835], [55.330738067627, 25.24568939209], [55.3309707641602, 25.2460899353027], [55.3308105468751, 25.2465801239014], [55.33060836792, 25.2465801239014], [55.3302688598633, 25.2470798492433], [55.329891204834, 25.2479209899903], [55.3294715881349, 25.2485504150392], [55.3291511535645, 25.248899459839], [55.3288612365723, 25.2491302490236], [55.328670501709, 25.2492389678955], [55.3284606933594, 25.2492694854736], [55.3283004760742, 25.2493209838868], [55.3281593322753, 25.2494506835938], [55.3280982971192, 25.2496700286866], [55.3280601501465, 25.2498397827149], [55.3277015686036, 25.250099182129], [55.3276290893556, 25.2500190734864], [55.3275108337403, 25.2501201629639], [55.3272590637207, 25.2502708435059], [55.325611114502, 25.2514591217042], [55.3245391845704, 25.2515888214112], [55.322608947754, 25.2529392242432], [55.3223609924317, 25.2527980804443], [55.3222618103027, 25.2526798248291], [55.3220481872558, 25.2528095245362], [55.3218612670899, 25.2529315948487], [55.3217582702637, 25.2529907226562], [55.3216667175292, 25.2530708312989], [55.3223037719728, 25.2533531188965], [55.3236198425293, 25.2550868988037], [55.3260116577148, 25.2586250305175], [55.326271057129, 25.2589797973633], [55.3286437988281, 25.2622394561768], [55.3296089172364, 25.2641048431397], [55.3302841186524, 25.2637901306152], [55.3312072753907, 25.2633819580079], [55.3323669433594, 25.2626438140869], [55.3330154418945, 25.2621498107911], [55.3339004516602, 25.2611999511718], [55.3365440368652, 25.2635517120361], [55.3367652893066, 25.2595195770264], [55.3379554748535, 25.2567596435548], [55.3378105163575, 25.256052017212]]]"
27,al buteen,25.258895,55.320144,"[[[55.3216667175292, 25.2530708312989], [55.3199996948243, 25.2545185089112], [55.3201484680175, 25.2545585632325], [55.3221588134765, 25.2548007965088], [55.322021484375, 25.2556209564208], [55.3186111450196, 25.2552089691163], [55.3184890747071, 25.2557201385499], [55.3211288452149, 25.2559814453126], [55.3210792541505, 25.2562198638917], [55.3209686279298, 25.2564392089844], [55.3206520080567, 25.256690979004], [55.3203506469727, 25.2567996978761], [55.3170013427734, 25.2563495635986], [55.3167686462402, 25.2568702697755], [55.3193092346192, 25.257179260254], [55.3191986083985, 25.2574806213378], [55.3189201354981, 25.2577705383301], [55.3186187744141, 25.2579212188721], [55.3152313232423, 25.2575302124025], [55.3150711059571, 25.2581405639648], [55.3175811767578, 25.2583198547364], [55.3175697326661, 25.2584991455079], [55.3175201416017, 25.2586498260499], [55.3173484802246, 25.2588405609132], [55.3169898986817, 25.2591381072999], [55.3153190612794, 25.2588901519776], [55.3145179748536, 25.2596092224121], [55.3123588562012, 25.2617282867432], [55.3118553161622, 25.262228012085], [55.3135719299317, 25.2635002136231], [55.3143768310547, 25.2648468017578], [55.3168067932129, 25.2634658813478], [55.3192710876465, 25.2618465423585], [55.3213310241699, 25.2608661651611], [55.326271057129, 25.2589797973633], [55.3260116577148, 25.2586250305175], [55.3236198425293, 25.2550868988037], [55.3223037719728, 25.2533531188965], [55.3216667175292, 25.2530708312989]]]"
28,al garhoud,25.242718,55.349951,"[[[55.3689270019531, 25.2415218353271], [55.3530960083008, 25.2300395965577], [55.3510894775392, 25.2325401306152], [55.3498954772949, 25.2338600158691], [55.3496284484864, 25.2343177795411], [55.3490867614747, 25.2347564697266], [55.348171234131, 25.235502243042], [55.3480339050293, 25.2356128692628], [55.3479919433594, 25.2356204986573], [55.3472442626954, 25.2361221313477], [55.3456420898438, 25.2369537353517], [55.3442344665527, 25.2376327514649], [55.3430862426759, 25.23779296875], [55.3429832458497, 25.2377834320069], [55.3416404724122, 25.2401504516602], [55.3411903381348, 25.2409420013428], [55.3407707214355, 25.2416877746582], [55.3369255065917, 25.2517623901368], [55.3378105163575, 25.256052017212], [55.3413619995118, 25.2544269561768], [55.3479728698732, 25.2511558532716], [55.3556518554688, 25.2467041015624], [55.3609313964844, 25.2446117401123], [55.3664703369141, 25.2427635192872], [55.3689270019531, 25.2415218353271]]]"
29,al khawaneej first,25.24174,55.486064,"[[[55.4646873474122, 25.2284660339357], [55.4684219360353, 25.2468700408936], [55.4689407348633, 25.2493839263917], [55.4691467285157, 25.2517509460449], [55.4692611694336, 25.2553367614747], [55.4693527221681, 25.2557239532471], [55.4727172851563, 25.2699184417724], [55.4742889404297, 25.2693290710449], [55.4830741882324, 25.2660331726075], [55.4873580932617, 25.2644271850587], [55.4970550537109, 25.2609424591065], [55.4976692199708, 25.2609214782715], [55.5035972595216, 25.2586688995362], [55.5124053955079, 25.2553215026857], [55.510654449463, 25.2503643035889], [55.5050125122071, 25.2349700927735], [55.5040969848634, 25.2323093414307], [55.5033340454103, 25.2303676605225], [55.503273010254, 25.2287311553956], [55.5031280517579, 25.2279281616212], [55.5032119750977, 25.2271347045899], [55.5032501220704, 25.226791381836], [55.5036506652832, 25.2229309082032], [55.4662399291993, 25.228343963623], [55.4662475585938, 25.2283973693848], [55.4646873474122, 25.2284660339357]]]"
30,al khawaneej,25.230854,55.517841,"[[[55.5134010314941, 25.2064571380615], [55.5123481750489, 25.2078380584717], [55.5100440979004, 25.2100811004639], [55.5085220336914, 25.2121448516846], [55.5070762634277, 25.2144222259521], [55.5055313110352, 25.218276977539], [55.5044746398926, 25.220989227295], [55.5036506652832, 25.2229309082032], [55.5032501220704, 25.226791381836], [55.5032119750977, 25.2271347045899], [55.5031280517579, 25.2279281616212], [55.503273010254, 25.2287311553956], [55.5033340454103, 25.2303676605225], [55.5040969848634, 25.2323093414307], [55.5050125122071, 25.2349700927735], [55.510654449463, 25.2503643035889], [55.5124053955079, 25.2553215026857], [55.5144500732422, 25.254545211792], [55.529624938965, 25.2487792968751], [55.5309524536134, 25.2482738494874], [55.5331497192383, 25.243242263794], [55.538833618164, 25.2378883361816], [55.5451583862305, 25.2340431213379], [55.5502777099609, 25.2302913665771], [55.5389480590821, 25.2237720489503], [55.5343360900878, 25.2207870483398], [55.5273704528809, 25.2167053222657], [55.5179977416993, 25.2103042602539], [55.5135192871094, 25.2065238952638], [55.5134010314941, 25.2064571380615]]]"
31,al khawaneej second,25.241474,55.517521,"[[[55.5134010314941, 25.2064571380615], [55.5123481750489, 25.2078380584717], [55.5100440979004, 25.2100811004639], [55.5085220336914, 25.2121448516846], [55.5070762634277, 25.2144222259521], [55.5055313110352, 25.218276977539], [55.5044746398926, 25.220989227295], [55.5036506652832, 25.2229309082032], [55.5032501220704, 25.226791381836], [55.5032119750977, 25.2271347045899], [55.5031280517579, 25.2279281616212], [55.503273010254, 25.2287311553956], [55.5033340454103, 25.2303676605225], [55.5040969848634, 25.2323093414307], [55.5050125122071, 25.2349700927735], [55.510654449463, 25.2503643035889], [55.5124053955079, 25.2553215026857], [55.5144500732422, 25.254545211792], [55.529624938965, 25.2487792968751], [55.5309524536134, 25.2482738494874], [55.5331497192383, 25.243242263794], [55.538833618164, 25.2378883361816], [55.5451583862305, 25.2340431213379], [55.5502777099609, 25.2302913665771], [55.5389480590821, 25.2237720489503], [55.5343360900878, 25.2207870483398], [55.5273704528809, 25.2167053222657], [55.5179977416993, 25.2103042602539], [55.5135192871094, 25.2065238952638], [55.5134010314941, 25.2064571380615]]]"
32,al mezhar,25.2447,55.44875,"[[[55.4557800292969, 25.2573528289795], [55.4546127319337, 25.2515945434571], [55.4526824951172, 25.2379589080811], [55.4509391784669, 25.2305335998536], [55.4435691833496, 25.2318897247314], [55.431983947754, 25.2339172363281], [55.4261436462403, 25.2346134185792], [55.4266624450684, 25.2393550872804], [55.4284706115724, 25.2417640686036], [55.4299964904786, 25.2456016540528], [55.4312782287598, 25.2480049133301], [55.4304580688478, 25.250623703003], [55.4298782348634, 25.2549171447754], [55.4299659729005, 25.2554817199708], [55.4319648742676, 25.2558956146241], [55.4358940124513, 25.2568912506104], [55.4408607482911, 25.258617401123], [55.4458541870118, 25.2584304809571], [55.451904296875, 25.2580165863038], [55.4557800292969, 25.2573528289795]]]"
33,al mezhar first,25.243831,55.441579,"[[[55.4557800292969, 25.2573528289795], [55.4546127319337, 25.2515945434571], [55.4526824951172, 25.2379589080811], [55.4509391784669, 25.2305335998536], [55.4435691833496, 25.2318897247314], [55.431983947754, 25.2339172363281], [55.4261436462403, 25.2346134185792], [55.4266624450684, 25.2393550872804], [55.4284706115724, 25.2417640686036], [55.4299964904786, 25.2456016540528], [55.4312782287598, 25.2480049133301], [55.4304580688478, 25.250623703003], [55.4298782348634, 25.2549171447754], [55.4299659729005, 25.2554817199708], [55.4319648742676, 25.2558956146241], [55.4358940124513, 25.2568912506104], [55.4408607482911, 25.258617401123], [55.4458541870118, 25.2584304809571], [55.451904296875, 25.2580165863038], [55.4557800292969, 25.2573528289795]]]"
34,al mezhar second,25.242259,55.461112,"[[[55.4395256042482, 25.2026500701904], [55.4392318725587, 25.2030448913575], [55.4366149902344, 25.2046642303468], [55.4328956604004, 25.2059154510499], [55.4219093322754, 25.2088088989258], [55.4211463928223, 25.2090015411377], [55.4102897644044, 25.2117652893066], [55.4082374572755, 25.2120304107665], [55.4052429199219, 25.2120685577393], [55.402759552002, 25.2122211456298], [55.4026985168458, 25.2122249603272], [55.4046363830566, 25.2164249420165], [55.4053840637208, 25.219539642334], [55.4053192138671, 25.2245540618896], [55.4044914245605, 25.2276515960694], [55.4039154052735, 25.2314682006836], [55.4038925170899, 25.2333221435548], [55.4062347412111, 25.2348365783691], [55.4112205505372, 25.23512840271], [55.422779083252, 25.2350139617919], [55.4261436462403, 25.2346134185792], [55.431983947754, 25.2339172363281], [55.4435691833496, 25.2318897247314], [55.4509391784669, 25.2305335998536], [55.4526824951172, 25.2379589080811], [55.4546127319337, 25.2515945434571], [55.4557800292969, 25.2573528289795], [55.4605865478517, 25.2569122314454], [55.4693527221681, 25.2557239532471], [55.4692611694336, 25.2553367614747], [55.4691467285157, 25.2517509460449], [55.4689407348633, 25.2493839263917], [55.4684219360353, 25.2468700408936], [55.4646873474122, 25.2284660339357], [55.4646377563476, 25.2282180786133], [55.4638748168945, 25.2228660583497], [55.4615135192871, 25.2102298736573], [55.4609260559082, 25.2069263458252], [55.4604873657227, 25.2040557861329], [55.4616966247559, 25.2019901275635], [55.4621963500977, 25.2011394500733], [55.4623031616212, 25.1998348236085], [55.4633140563965, 25.1992359161378], [55.4637908935547, 25.1984272003174], [55.4650688171388, 25.1967926025391], [55.4650993347167, 25.1943569183351], [55.4646034240723, 25.1901226043702], [55.4645385742188, 25.1899280548096], [55.4616889953613, 25.190092086792], [55.453712463379, 25.1916580200196], [55.4508476257324, 25.1926498413087], [55.4488868713378, 25.1933269500733], [55.4462585449219, 25.195592880249], [55.4410781860352, 25.2005558013917], [55.4395256042482, 25.2026500701904]]]"
35,mirdif,25.224254,55.422596,"[[[55.4395256042482, 25.2026500701904], [55.4392318725587, 25.2030448913575], [55.4366149902344, 25.2046642303468], [55.4328956604004, 25.2059154510499], [55.4219093322754, 25.2088088989258], [55.4211463928223, 25.2090015411377], [55.4102897644044, 25.2117652893066], [55.4082374572755, 25.2120304107665], [55.4052429199219, 25.2120685577393], [55.402759552002, 25.2122211456298], [55.4026985168458, 25.2122249603272], [55.4046363830566, 25.2164249420165], [55.4053840637208, 25.219539642334], [55.4053192138671, 25.2245540618896], [55.4044914245605, 25.2276515960694], [55.4039154052735, 25.2314682006836], [55.4038925170899, 25.2333221435548], [55.4062347412111, 25.2348365783691], [55.4112205505372, 25.23512840271], [55.422779083252, 25.2350139617919], [55.4261436462403, 25.2346134185792], [55.431983947754, 25.2339172363281], [55.4435691833496, 25.2318897247314], [55.4509391784669, 25.2305335998536], [55.4526824951172, 25.2379589080811], [55.4546127319337, 25.2515945434571], [55.4557800292969, 25.2573528289795], [55.4605865478517, 25.2569122314454], [55.4693527221681, 25.2557239532471], [55.4692611694336, 25.2553367614747], [55.4691467285157, 25.2517509460449], [55.4689407348633, 25.2493839263917], [55.4684219360353, 25.2468700408936], [55.4646873474122, 25.2284660339357], [55.4646377563476, 25.2282180786133], [55.4638748168945, 25.2228660583497], [55.4615135192871, 25.2102298736573], [55.4609260559082, 25.2069263458252], [55.4604873657227, 25.2040557861329], [55.4616966247559, 25.2019901275635], [55.4621963500977, 25.2011394500733], [55.4623031616212, 25.1998348236085], [55.4633140563965, 25.1992359161378], [55.4637908935547, 25.1984272003174], [55.4650688171388, 25.1967926025391], [55.4650993347167, 25.1943569183351], [55.4646034240723, 25.1901226043702], [55.4645385742188, 25.1899280548096], [55.4616889953613, 25.190092086792], [55.453712463379, 25.1916580200196], [55.4508476257324, 25.1926498413087], [55.4488868713378, 25.1933269500733], [55.4462585449219, 25.195592880249], [55.4410781860352, 25.2005558013917], [55.4395256042482, 25.2026500701904]]]"
